event_id,review_location_id,environment_id,event_type,x,y,segment_a_id,segment_b_id,shape_a_id,shape_b_id,t_a,t_b,residual,same_shape,source_anomaly_involved,mapped_3d_position_if_available,navigability_decision,evidence_type,unity_source_path,unity_object_or_hierarchy_if_available,evidence_summary,manual_review_notes
env38_intersection_event_0096,E38-C027,38,interior_interior_crossing,90.08280652943498,-3.936130486103974,env38_shape_4330855547524397474_segment_0024,env38_shape_4330855547829185599_segment_0010,env38_shape_4330855547524397474,env38_shape_4330855547829185599,0.9546441507991403,0.04595289335773317,2.1671553458883433e-11,False,False,"VirEnv_38 prefab-local XZ (-186.308319372, -121.511408664); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0103,E38-C028,38,interior_interior_crossing,275.1553034163595,-104.53906142507674,env38_shape_4330855547524397474_segment_0029,env38_shape_4330855547829185599_segment_0001,env38_shape_4330855547524397474,env38_shape_4330855547829185599,0.8682698087759491,0.16780100653559488,4.662584897062211e-11,False,False,"VirEnv_38 prefab-local XZ (-1.060647252, -222.193253197); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0005,E39-C001,39,interior_interior_crossing,322.6918303388925,113.8094770066325,env39_shape_3305298596651482022_segment_0001,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8173528260209739,0.5265439278102161,5.686117965451147e-13,True,False,"VirEnv_39 prefab-local XZ (46.520927722, -3.673436065); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0006,E39-C002,39,interior_interior_crossing,263.53609533164786,113.80036373419884,env39_shape_3305298596651482022_segment_0001,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.6466125935548916,0.41515536672623055,7.76816477811216e-09,True,False,"VirEnv_39 prefab-local XZ (-12.690830455, -3.682556489); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0007,E39-C003,39,interior_interior_crossing,72.77083653533977,113.77132721841915,env39_shape_3305298596651482022_segment_0001,env39_shape_3305298596651482022_segment_0022,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.09601081461150329,0.3010428417877427,3.5811635842602123e-12,True,False,"VirEnv_39 prefab-local XZ (-203.636752623, -3.711615791); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0012,E39-C004,39,interior_interior_crossing,388.0067641631019,-63.34832989356524,env39_shape_3305298596651482022_segment_0003,env39_shape_3305298596651482022_segment_0012,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8101173927008942,0.5430539943018751,3.979039320256561e-13,True,False,"VirEnv_39 prefab-local XZ (111.897717758, -180.970266803); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0017,E39-C005,39,interior_interior_crossing,38.60222607148718,224.9574259667749,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0006,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.9009043939877301,0.9991028924887201,1.1912042907658615e-08,True,False,"VirEnv_39 prefab-local XZ (-237.837722314, 107.561735777); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0019,E39-C006,39,interior_interior_crossing,320.50884281983446,224.20446924355446,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.16416719826550397,0.22999641789353073,2.0463630789890885e-12,True,False,"VirEnv_39 prefab-local XZ (44.335872815, 106.808188175); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0020,E39-C007,39,interior_interior_crossing,261.8526325244517,224.36120482894484,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.3174597533652559,0.6718805066986466,3.268041837639934e-09,True,False,"VirEnv_39 prefab-local XZ (-14.375887578, 106.965046757); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0021,E39-C008,39,interior_interior_crossing,70.9978655446908,224.8709410989473,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0022,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8162412913799812,0.6050845751096698,5.123796534383003e-14,True,False,"VirEnv_39 prefab-local XZ (-205.411402697, 107.475183041); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0022,E39-C009,39,interior_interior_crossing,149.9990591045712,224.6599901338467,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0026,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.6097788096207579,0.44879642722612173,1.449228509952941e-13,True,False,"VirEnv_39 prefab-local XZ (-126.335391416, 107.264066533); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0023,E39-C010,39,interior_interior_crossing,202.53230289630062,224.51967859208588,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0031,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.47248797249631025,0.38837231576324155,6.782954642463184e-09,True,False,"VirEnv_39 prefab-local XZ (-73.752396255, 107.123644882); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0026,E39-C011,39,interior_interior_crossing,40.515011919041555,4.323657783686313,env39_shape_3305298596651482022_segment_0007,env39_shape_3305298596651482022_segment_0024,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.39684881698298113,0.9983641848857677,3.8200619912876084e-12,True,False,"VirEnv_39 prefab-local XZ (-235.923124971, -113.245173820); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0037,E39-C012,39,interior_interior_crossing,324.89649968075946,4.312400953052833,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022_segment_0023,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8185183154657238,0.99551759641581,1.3589129821411916e-13,True,False,"VirEnv_39 prefab-local XZ (48.727684986, -113.256439485); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0038,E39-C013,39,interior_interior_crossing,319.6630013437765,267.540889089394,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022_segment_0028,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.11297570291872674,0.9985617564075183,2.6722453352574938e-12,True,False,"VirEnv_39 prefab-local XZ (43.489230288, 150.178616092); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0039,E39-C014,39,interior_interior_crossing,321.5544254083177,171.07388218416878,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022_segment_0030,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.3729941087420632,0.6663632517506006,8.526512829121202e-14,True,False,"VirEnv_39 prefab-local XZ (45.382445617, 53.635907112); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0044,E39-C015,39,interior_interior_crossing,260.55913547969567,309.31632897229315,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0017,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8691484578111555,0.34092769442613313,2.2168933355715126e-12,True,False,"VirEnv_39 prefab-local XZ (-15.670609623, 191.986839075); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0045,E39-C016,39,interior_interior_crossing,265.2031717926033,4.323160233612479,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0023,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.16094638867070898,0.757241755820844,6.594708779061875e-09,True,False,"VirEnv_39 prefab-local XZ (-11.022175197, -113.245671761); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0046,E39-C017,39,interior_interior_crossing,261.186585809054,268.10568696133953,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0028,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.7734563081803572,0.6562446152275574,7.673861546209082e-12,True,False,"VirEnv_39 prefab-local XZ (-15.042565070, 150.743857187); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0047,E39-C018,39,interior_interior_crossing,262.66808374136224,170.80578003099862,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0030,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.5475234307850836,0.3394993433816191,3.6100046558896455e-12,True,False,"VirEnv_39 prefab-local XZ (-13.559664092, 53.367594567); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0049,E39-C019,39,interior_interior_crossing,266.19401986670425,-105.22486889430718,env39_shape_3305298596651482022_segment_0016,env39_shape_3305298596651482022_segment_0020,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.3991001072572544,0.393347463965434,3.6187941978705403e-10,True,False,"VirEnv_39 prefab-local XZ (-10.030388745, -222.879668241); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env39_intersection_event_0067,E39-C020,39,interior_interior_crossing,202.01727329069038,268.2930659096087,env39_shape_3305298596651482022_segment_0028,env39_shape_3305298596651482022_segment_0031,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.30955929328820275,0.704317688551197,1.1937117960769683e-12,True,False,"VirEnv_39 prefab-local XZ (-74.267913617, 150.931383180); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 39.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_39.prefab; Assets/Terrain Data/Terrain_Data_VirEnv39.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_39/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
